Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-02-24,913.237091936384,913.237091936384,804.6359242466518,863.8729248046875,584706700,0.0,0.0
2023-02-27,863.872941718044,863.872941718044,819.4451904296875,819.4451904296875,90183300,0.0,0.0
2023-02-28,804.6359100341797,829.3179931640625,789.82666015625,789.82666015625,65393800,0.0,0.0
2023-03-01,789.8266747754491,829.3180085142216,789.8266747754491,824.381591796875,43259400,0.0,0.0
2023-03-02,829.3180226293103,863.8729402388649,809.5723554238506,858.9365234375,55298000,0.0,0.0
2023-03-03,858.9365080915179,863.8729248046875,844.1272579520089,863.8729248046875,34181600,0.0,0.0
2023-03-06,858.9364929199219,868.809326171875,834.2544097900391,849.0636596679688,30521300,0.0,0.0
2023-03-07,849.0636596679688,863.8729095458984,844.1272430419922,849.0636596679688,14088300,0.0,0.0
2023-03-08,849.0636596679688,854.0000762939453,839.1908264160156,849.0636596679688,8540300,0.0,0.0
2023-03-09,849.0636750159905,854.0000917311997,839.190841585572,844.1272583007812,11006800,0.0,0.0
2023-03-10,844.1272430419922,849.0636596679688,819.4451599121094,849.0636596679688,10084800,0.0,0.0
2023-03-13,849.0636596679688,849.0636596679688,819.4451599121094,829.3179931640625,4519100,0.0,0.0
2023-03-14,829.3180397727273,829.3180397727273,799.6995383522727,814.5087890625,8412400,0.0,0.0
2023-03-15,814.5087743688513,824.3816079975646,794.7631071114246,799.6995239257812,10350600,0.0,0.0
2023-03-16,799.6995246983781,804.635941517504,765.1446069644976,779.953857421875,32026000,0.0,0.0
2023-03-17,779.9538718276883,809.5723732894992,775.0174549173864,794.7631225585938,11337700,0.0,0.0
2023-03-20,789.82666015625,809.5723266601562,784.8902435302734,789.82666015625,11086800,0.0,0.0
2023-03-21,789.82666015625,789.82666015625,779.9538269042969,789.82666015625,2938400,0.0,0.0
2023-03-24,789.8266755110063,794.76309223295,775.017425345175,784.8902587890625,5173700,0.0,0.0
2023-03-27,789.82666015625,789.82666015625,730.5896606445312,730.5896606445312,19315600,0.0,0.0
2023-03-28,691.0983430052833,730.5896768912994,681.2255095337792,686.1619262695312,27500000,0.0,0.0
2023-03-29,686.1619408835828,710.8440250880282,666.4162735200264,700.97119140625,12946300,0.0,0.0
2023-03-30,700.9712069896942,710.8440408909574,686.1619561377993,696.0347900390625,5913300,0.0,0.0
2023-03-31,705.9075932125394,710.8440099482914,681.2255095337792,686.1619262695312,14933900,0.0,0.0
2023-04-03,686.1619272013658,691.0983439438216,646.6705932617188,646.6705932617188,19558900,0.0,0.0
2023-04-04,612.1156616210938,656.5434112548828,612.1156616210938,651.6069946289062,10990000,0.0,0.0
2023-04-05,646.6706230909305,666.4162909715695,641.7342061207706,656.54345703125,7587200,0.0,0.0
2023-04-06,656.5434424767127,661.47985933744,641.7341918945312,641.7341918945312,8404500,0.0,0.0
2023-04-10,641.7341775041285,646.6705942541603,602.2428435038745,607.1792602539062,18448600,0.0,0.0
2023-04-11,587.4335915544908,705.9075932125394,587.4335915544908,686.1619262695312,37952700,0.0,0.0
2023-04-12,691.0983744154881,700.9712083357094,651.6070387346031,676.2891235351562,29865300,0.0,0.0
2023-04-13,676.2890777587891,720.7168273925781,661.4798278808594,710.843994140625,23065000,0.0,0.0
2023-04-14,715.7804107666016,725.6532440185547,696.0347442626953,710.843994140625,19684800,0.0,0.0
2023-04-17,720.7168570963541,750.3353580729166,705.9076066080729,740.4625244140625,22994600,0.0,0.0
2023-04-18,745.3989412434896,750.3353580729166,725.6532739257813,740.4625244140625,12663400,0.0,0.0
2023-04-26,740.4625387752757,765.1446234011182,710.8440372242646,755.2717895507812,8322100,0.0,0.0
2023-04-27,755.2717437744141,755.2717437744141,730.5896606445312,750.3353271484375,12986300,0.0,0.0
2023-04-28,750.3353425082781,760.2081759623344,735.5260923271937,745.39892578125,9437800,0.0,0.0
2023-05-02,745.3989557004442,755.2717895507812,730.5897049249387,755.2717895507812,9443900,0.0,0.0
2023-05-03,755.2717437744141,755.2717437744141,740.4624938964844,750.3353271484375,9151700,0.0,0.0
2023-05-04,750.3353572696834,765.1446077421114,745.3989404455408,760.2081909179688,7527200,0.0,0.0
2023-05-05,765.1446085611979,765.1446085611979,730.5896907552083,740.4625244140625,4341400,0.0,0.0
2023-05-08,740.4625236213982,775.0174413903967,735.5261067972555,760.2081909179688,8256300,0.0,0.0
2023-05-09,760.2081909179688,765.1446077421114,740.4625236213982,760.2081909179688,9160000,0.0,0.0
2023-05-10,760.2081604003906,775.0174102783203,750.3353271484375,770.0809936523438,15681500,0.0,0.0
2023-05-11,770.0809936523438,775.0174102783203,760.2081604003906,770.0809936523438,3764000,0.0,0.0
2023-05-12,775.0174560546875,779.9538729722333,755.2717883845044,775.0174560546875,54525100,0.0,0.0
2023-05-15,779.9538269042969,844.1272430419922,770.0809936523438,829.3179931640625,44699900,0.0,0.0
2023-05-16,824.3815765380859,839.1908264160156,819.4451599121094,829.3179931640625,17007600,0.0,0.0
2023-05-17,829.3179931640625,849.0636596679688,819.4451599121094,829.3179931640625,12053700,0.0,0.0
2023-05-19,829.3180233226103,844.1272737390855,824.3816065171186,839.1908569335938,8371300,0.0,0.0
2023-05-22,839.1908423300902,844.1272590496789,784.8902584146136,804.6359252929688,14387000,0.0,0.0
2023-05-23,804.6359252929688,809.5723420125576,789.8266751342024,804.6359252929688,5468900,0.0,0.0
2023-05-24,804.6359400002353,858.9365249082266,794.7631063806004,819.4451904296875,17176100,0.0,0.0
2023-05-25,819.445205965909,834.2544566761363,799.6995383522727,814.5087890625,5667500,0.0,0.0
2023-05-26,814.5087432861328,834.2544097900391,799.6994934082031,829.3179931640625,3715000,0.0,0.0
2023-05-29,829.3179931640625,854.0000762939453,809.5723266601562,849.0636596679688,7214500,0.0,0.0
2023-05-30,849.0637041512182,873.7457885742188,839.190870382018,873.7457885742188,23644400,0.0,0.0
2023-05-31,873.7457724770346,908.3006900326236,868.8093556833791,898.4278564453125,38856100,0.0,0.0
2023-06-05,893.491439651657,908.3006900326236,888.5550228580014,898.4278564453125,28913700,0.0,0.0
2023-06-06,903.3642878351984,923.109955328864,898.4278709617821,913.2371215820312,54003400,0.0,0.0
2023-06-07,913.2371068262792,918.1735236199347,898.4278564453125,898.4278564453125,20918600,0.0,0.0
2023-06-08,898.4278259277344,898.4278259277344,844.1272430419922,849.0636596679688,11927200,0.0,0.0
2023-06-09,854.0000762939453,854.0000762939453,839.1908264160156,849.0636596679688,6627500,0.0,0.0
2023-06-12,849.0636750159905,849.0636750159905,819.445174724735,844.1272583007812,11086600,0.0,0.0
2023-06-13,844.1272583007812,844.1272583007812,819.445174724735,844.1272583007812,25573900,0.0,0.0
2023-06-14,855.0,855.0,840.0,845.0,4401000,10.872752,0.0
2023-06-15,850.0,850.0,825.0,840.0,6929800,0.0,0.0
2023-06-16,840.0,845.0,830.0,840.0,6558500,0.0,0.0
2023-06-19,835.0,845.0,825.0,840.0,5044000,0.0,0.0
2023-06-20,835.0,875.0,830.0,845.0,11887300,0.0,0.0
2023-06-21,845.0,880.0,845.0,865.0,16932900,0.0,0.0
2023-06-22,880.0,880.0,860.0,870.0,12149700,0.0,0.0
2023-06-23,870.0,890.0,865.0,880.0,11201900,0.0,0.0
2023-06-26,880.0,885.0,855.0,875.0,13192400,0.0,0.0
2023-06-27,880.0,880.0,845.0,875.0,12794900,0.0,0.0
2023-07-03,875.0,880.0,855.0,855.0,3719800,0.0,0.0
2023-07-04,855.0,860.0,825.0,830.0,9208700,0.0,0.0
2023-07-05,850.0,850.0,815.0,835.0,4850700,0.0,0.0
2023-07-06,840.0,840.0,825.0,825.0,1804800,0.0,0.0
2023-07-07,830.0,835.0,815.0,815.0,4018900,0.0,0.0
2023-07-10,815.0,820.0,795.0,800.0,6049300,0.0,0.0
2023-07-11,825.0,825.0,785.0,795.0,5259600,0.0,0.0
2023-07-12,795.0,800.0,785.0,790.0,3637400,0.0,0.0
2023-07-13,790.0,805.0,775.0,775.0,6462600,0.0,0.0
2023-07-14,780.0,800.0,775.0,790.0,4612700,0.0,0.0
2023-07-17,795.0,805.0,780.0,790.0,9673000,0.0,0.0
2023-07-18,790.0,800.0,765.0,770.0,8224600,0.0,0.0
2023-07-20,770.0,770.0,740.0,745.0,12196300,0.0,0.0
2023-07-21,745.0,770.0,745.0,765.0,5010200,0.0,0.0
2023-07-24,765.0,780.0,760.0,775.0,4571300,0.0,0.0
2023-07-25,775.0,785.0,755.0,765.0,5243900,0.0,0.0
2023-07-26,770.0,815.0,765.0,790.0,21278100,0.0,0.0
2023-07-27,800.0,805.0,790.0,790.0,9117400,0.0,0.0
2023-07-28,800.0,815.0,775.0,805.0,11597200,0.0,0.0
2023-07-31,805.0,855.0,795.0,850.0,20100100,0.0,0.0
2023-08-01,855.0,860.0,825.0,835.0,11366100,0.0,0.0
2023-08-02,835.0,880.0,835.0,875.0,13936300,0.0,0.0
2023-08-03,880.0,880.0,860.0,875.0,6278400,0.0,0.0
2023-08-04,875.0,910.0,870.0,870.0,13730200,0.0,0.0
2023-08-07,870.0,875.0,845.0,860.0,2947400,0.0,0.0
2023-08-08,860.0,900.0,855.0,885.0,18335800,0.0,0.0
2023-08-09,885.0,910.0,885.0,910.0,23226300,0.0,0.0
2023-08-10,915.0,915.0,895.0,910.0,13167200,0.0,0.0
2023-08-11,915.0,1045.0,900.0,945.0,101171900,0.0,0.0
2023-08-14,945.0,955.0,880.0,925.0,73517400,0.0,0.0
2023-08-15,925.0,1005.0,920.0,1000.0,113436900,0.0,0.0
2023-08-16,1005.0,1015.0,965.0,970.0,61258700,0.0,0.0
2023-08-18,970.0,985.0,950.0,970.0,17338300,0.0,0.0
2023-08-21,985.0,1145.0,985.0,1070.0,209332700,0.0,0.0
2023-08-22,1075.0,1075.0,995.0,1050.0,190430300,0.0,0.0
2023-08-23,1090.0,1090.0,1025.0,1045.0,103392400,0.0,0.0
2023-08-24,1045.0,1085.0,1045.0,1060.0,74121900,0.0,0.0
2023-08-25,1035.0,1120.0,970.0,1065.0,192123500,0.0,0.0
2023-08-28,1080.0,1195.0,1065.0,1165.0,150689800,0.0,0.0
2023-08-29,1175.0,1300.0,1165.0,1295.0,135401600,0.0,0.0
2023-08-30,1310.0,1415.0,1295.0,1400.0,197393600,0.0,0.0
2023-08-31,1415.0,1425.0,1340.0,1380.0,115311700,0.0,0.0
2023-09-01,1405.0,1435.0,1375.0,1410.0,163062800,0.0,0.0
2023-09-04,1420.0,1455.0,1375.0,1375.0,116017900,0.0,0.0
2023-09-05,1375.0,1380.0,1260.0,1290.0,140938700,0.0,0.0
2023-09-06,1290.0,1350.0,1280.0,1285.0,98192200,0.0,0.0
2023-09-07,1315.0,1315.0,1210.0,1210.0,84413200,0.0,0.0
2023-09-08,1200.0,1265.0,1150.0,1265.0,208467900,0.0,0.0
2023-09-11,1265.0,1270.0,1165.0,1170.0,152085500,0.0,0.0
2023-09-12,1170.0,1220.0,1155.0,1180.0,116342300,0.0,0.0
2023-09-13,1185.0,1220.0,1155.0,1205.0,99544100,0.0,0.0
2023-09-14,1230.0,1260.0,1190.0,1230.0,205357700,0.0,0.0
2023-09-15,1250.0,1470.0,1240.0,1415.0,406453000,0.0,0.0
2023-09-18,1420.0,1645.0,1415.0,1535.0,477964800,0.0,0.0
2023-09-19,1560.0,1570.0,1485.0,1545.0,185637700,0.0,0.0
2023-09-20,1570.0,1570.0,1485.0,1505.0,119919000,0.0,0.0
2023-09-21,1505.0,1595.0,1495.0,1570.0,188794700,0.0,0.0
2023-09-22,1570.0,1615.0,1555.0,1575.0,94903000,0.0,0.0
2023-09-25,1590.0,1640.0,1575.0,1605.0,181603300,0.0,0.0
2023-09-26,1615.0,1625.0,1460.0,1485.0,228640200,0.0,0.0
2023-09-27,1485.0,1540.0,1455.0,1490.0,123873100,0.0,0.0
2023-09-29,1495.0,1515.0,1420.0,1445.0,108147800,0.0,0.0
2023-10-02,1445.0,1505.0,1430.0,1500.0,97399100,0.0,0.0
2023-10-03,1505.0,1580.0,1480.0,1570.0,133494800,0.0,0.0
2023-10-04,1575.0,1590.0,1510.0,1575.0,111050600,0.0,0.0
2023-10-05,1585.0,1620.0,1535.0,1580.0,132508000,0.0,0.0
2023-10-06,1585.0,1620.0,1560.0,1600.0,79291500,0.0,0.0
2023-10-09,1625.0,1680.0,1520.0,1520.0,276063500,0.0,0.0
2023-10-10,1525.0,1550.0,1465.0,1475.0,123490800,0.0,0.0
2023-10-11,1480.0,1495.0,1400.0,1415.0,190691200,0.0,0.0
2023-10-12,1415.0,1455.0,1310.0,1320.0,189317300,0.0,0.0
2023-10-13,1320.0,1365.0,1310.0,1310.0,114566400,0.0,0.0
2023-10-16,1315.0,1350.0,1245.0,1295.0,108048400,0.0,0.0
2023-10-17,1300.0,1400.0,1295.0,1400.0,161534600,0.0,0.0
2023-10-18,1415.0,1480.0,1390.0,1455.0,161680500,0.0,0.0
2023-10-19,1455.0,1455.0,1380.0,1380.0,86302900,0.0,0.0
2023-10-20,1380.0,1395.0,1315.0,1350.0,64647500,0.0,0.0
2023-10-23,1350.0,1375.0,1295.0,1325.0,48153300,0.0,0.0
2023-10-24,1330.0,1370.0,1320.0,1355.0,37347100,0.0,0.0
2023-10-25,1365.0,1370.0,1330.0,1330.0,28811200,0.0,0.0
2023-10-26,1335.0,1355.0,1310.0,1315.0,29253200,0.0,0.0
2023-10-27,1315.0,1365.0,1310.0,1355.0,34979900,0.0,0.0
2023-10-30,1370.0,1435.0,1360.0,1405.0,103047700,0.0,0.0
2023-10-31,1420.0,1435.0,1400.0,1415.0,58681700,0.0,0.0
2023-11-01,1420.0,1455.0,1395.0,1395.0,65822500,0.0,0.0
2023-11-02,1420.0,1435.0,1395.0,1395.0,63556400,0.0,0.0
2023-11-03,1410.0,1415.0,1390.0,1390.0,25453800,0.0,0.0
2023-11-06,1400.0,1435.0,1395.0,1410.0,51616300,0.0,0.0
2023-11-07,1415.0,1430.0,1355.0,1365.0,63312500,0.0,0.0
2023-11-08,1350.0,1375.0,1295.0,1300.0,60723300,0.0,0.0
2023-11-09,1300.0,1330.0,1255.0,1255.0,63823200,0.0,0.0
2023-11-10,1255.0,1310.0,1220.0,1220.0,67552600,0.0,0.0
2023-11-13,1225.0,1265.0,1195.0,1230.0,54732200,0.0,0.0
2023-11-14,1235.0,1290.0,1235.0,1255.0,45983100,0.0,0.0
2023-11-15,1260.0,1280.0,1245.0,1255.0,40986600,0.0,0.0
2023-11-16,1265.0,1265.0,1230.0,1250.0,28883600,0.0,0.0
2023-11-17,1250.0,1270.0,1220.0,1220.0,39880500,0.0,0.0
2023-11-20,1220.0,1265.0,1200.0,1245.0,49619100,0.0,0.0
2023-11-21,1250.0,1265.0,1225.0,1240.0,32963100,0.0,0.0
2023-11-22,1240.0,1240.0,1100.0,1105.0,114199400,0.0,0.0
2023-11-23,1110.0,1125.0,1075.0,1095.0,59648000,0.0,0.0
2023-11-24,1095.0,1100.0,1035.0,1050.0,59396300,0.0,0.0
2023-11-27,1080.0,1080.0,1000.0,1010.0,98123600,0.0,0.0
2023-11-28,1025.0,1055.0,1000.0,1015.0,124160000,0.0,0.0
2023-11-29,1020.0,1030.0,1000.0,1000.0,43482800,0.0,0.0
2023-11-30,1005.0,1070.0,1000.0,1055.0,110952300,0.0,0.0
2023-12-01,1055.0,1065.0,1025.0,1040.0,59256200,0.0,0.0
2023-12-04,1040.0,1050.0,990.0,1010.0,75313400,0.0,0.0
2023-12-05,1010.0,1035.0,995.0,1025.0,61637500,0.0,0.0
2023-12-06,1030.0,1160.0,1020.0,1100.0,402296900,0.0,0.0
2023-12-07,1130.0,1140.0,1070.0,1090.0,135832400,0.0,0.0
2023-12-08,1100.0,1240.0,1090.0,1170.0,426711900,0.0,0.0
2023-12-11,1170.0,1210.0,1105.0,1115.0,160530500,0.0,0.0
2023-12-12,1120.0,1140.0,1030.0,1075.0,190367100,0.0,0.0
2023-12-13,1080.0,1275.0,1080.0,1225.0,696448900,0.0,0.0
2023-12-14,1240.0,1275.0,1195.0,1245.0,362457600,0.0,0.0
2023-12-15,1250.0,1325.0,1235.0,1305.0,193923200,0.0,0.0
2023-12-18,1310.0,1345.0,1175.0,1200.0,221895700,0.0,0.0
2023-12-19,1190.0,1255.0,1190.0,1230.0,115774600,0.0,0.0
2023-12-20,1260.0,1265.0,1210.0,1225.0,90607100,0.0,0.0
2023-12-21,1220.0,1235.0,1190.0,1225.0,51616700,0.0,0.0
2023-12-22,1225.0,1235.0,1190.0,1190.0,27128500,0.0,0.0
2023-12-27,1190.0,1230.0,1190.0,1195.0,38373200,0.0,0.0
2023-12-28,1215.0,1215.0,1180.0,1185.0,29330300,0.0,0.0
2023-12-29,1185.0,1195.0,1160.0,1170.0,26568800,0.0,0.0
